datetime,rainfall_mm,runoff_mm,inflow_unscaled_m3s,inflow_scaled_m3s,inflow_calibrated_m3s
1979-08-05 00:00:00,0.10827848884031939,0.01329245913028717,0.0,0.0,0.0
1979-08-05 01:00:00,0.10827848884031939,0.01329245913028717,0.004687448109972609,0.008822713019715303,0.0118951080418935
1979-08-05 02:00:00,0.11812198782580301,0.014500864505767827,0.01815067371836023,0.03416319105290681,0.04606007786064078
1979-08-05 03:00:00,0.13780898579677012,0.016917675256729124,0.043940773878172426,0.08270530759935887,0.1115063549425248
1979-08-05 04:00:00,0.1574959837677373,0.01933448600769043,0.08544327961502611,0.1608213078461302,0.21682523595560213
1979-08-05 05:00:00,0.1574959837677373,0.01933448600769043,0.14904916761598758,0.2805402856419005,0.3782347901781523
1979-08-05 06:00:00,0.18702648072418807,0.022959702134132388,0.24029606626918587,0.452285162997123,0.6097875866044882
1979-08-05 07:00:00,0.2067134786951551,0.02537651288509368,0.36549904779265996,0.6879421663982304,0.9275090754504997
1979-08-05 08:00:00,0.26577447260805664,0.03262694513797759,0.5316235134456552,1.0006215714014983,1.3490750151651372
1979-08-05 09:00:00,0.3346789655064418,0.041085782766342165,0.7403728178095372,1.3935294313411997,1.878807925444329
1979-08-05 10:00:00,0.5315489452161133,0.06525389027595518,0.9949519097912491,1.872698099810465,2.524840848536741
1979-08-05 11:00:00,4.2130175657869735,0.517197500705719,1.3055964549574504,2.4573931425802074,3.3131483328404814
1979-08-05 12:00:00,1.0729413894177102,0.13171618592739104,1.8375988357971762,3.458727818044298,4.663184781280247
1979-08-05 13:00:00,0.47248795130321125,0.058003458023071205,2.5962056938737246,4.886577352924033,6.588264339802473
1979-08-05 14:00:00,0.2953049695645077,0.03625216126441959,3.548775100494976,6.679503121659403,9.005553180836358
1979-08-05 15:00:00,0.21655697768063897,0.026584918260574363,4.654431310853996,8.760568813183529,11.811322923957402
1979-08-05 16:00:00,0.17718298173870461,0.021751296758651752,5.976981026099368,11.249871375720973,15.16749271710123
1979-08-05 17:00:00,0.15749598376773744,0.019334486007690447,7.501695123771019,14.119687660673886,19.036685185859763
1979-08-05 18:00:00,0.13780898579677026,0.01691767525672914,9.198806183077728,17.31398944014161,23.34336100091505
1979-08-05 19:00:00,0.12796548681128667,0.01570926988124849,11.024394859403694,20.75011174067414,27.97606818731665
1979-08-05 20:00:00,0.12796548681128558,0.015709269881248353,12.677748783302969,23.862053856801108,32.1717036578041
1979-08-05 21:00:00,0.11812198782580308,0.014500864505767834,14.066718667516174,26.47637243568174,35.696424668475494
1979-08-05 22:00:00,0.11812198782580308,0.014500864505767834,15.153679992255594,28.52225062072292,38.454753313784096
1979-08-05 23:00:00,0.2953049695645077,0.03625216126441959,15.895944429585777,29.919340457594295,40.338361509662214
1979-08-06 00:00:00,0.1224073443135513,0.018187150239944456,16.264113974505907,30.61230903265303,41.272647375193706
1979-08-06 01:00:00,0.1224073443135513,0.018187150239944456,16.410066714699678,30.88702122379838,41.643024512792664
1979-08-06 02:00:00,0.13353528470569237,0.01984052753448487,16.34862361049285,30.771373036823473,41.48710334933177
1979-08-06 03:00:00,0.15579116548997438,0.02314728212356567,15.980832431825469,30.079116622579324,40.55377764535306
1979-08-06 04:00:00,0.17804704627425644,0.026454036712646484,15.479037007698388,29.1346374693572,39.28039591506351
1979-08-06 05:00:00,0.17804704627425644,0.026454036712646484,14.892922372009703,28.03145272874437,37.79304144139602
1979-08-06 06:00:00,0.21143086745067957,0.03141416859626771,14.231590708218288,26.786694526926837,36.11481239058525
1979-08-06 07:00:00,0.2336867482349615,0.034720923185348494,13.463176748011719,25.340386068210883,34.16484582815864
1979-08-06 08:00:00,0.3004543905878077,0.044641186952590936,12.591771144990023,23.700226779220415,31.953522405889334
1979-08-06 09:00:00,0.37834997333279496,0.05621482801437378,11.792991372471908,22.19676380031568,29.926498005220797
1979-08-06 10:00:00,0.6009087811756154,0.08928237390518187,11.144753275123596,20.976650304193406,28.281495858226428
1979-08-06 11:00:00,4.7627584878363605,0.7076454820632936,10.585526153496698,19.924073232148892,26.862372515280676
1979-08-06 12:00:00,1.212945502743372,0.18021812510490415,10.45875820571785,19.68547064986717,26.540679688032007
1979-08-06 13:00:00,0.5341411388227686,0.07936211013793934,10.715713644890322,20.169112078099833,27.192742951283066
1979-08-06 14:00:00,0.3338382117642311,0.0496013188362122,11.275099141491758,21.221987243460166,28.612268194663567
1979-08-06 15:00:00,0.24481468862710282,0.036374300479888946,12.151010659621708,22.87062756412472,30.835026057545935
1979-08-06 16:00:00,0.20030292705853867,0.029760791301727322,13.364194718745948,25.154082131008245,33.91366396871207
1979-08-06 17:00:00,0.1780470462742566,0.026454036712646508,14.894609568555548,28.034628369430436,37.797322957634684
1979-08-06 18:00:00,0.15579116548997451,0.023147282123565694,16.70769041098069,31.447208429832244,42.39828962507377
1979-08-06 19:00:00,0.1446632250978335,0.021493904829025287,18.72186400514806,35.23828518979046,47.5095595433001
1979-08-06 20:00:00,0.14466322509783225,0.021493904829025103,20.561424678098174,38.70070557696528,52.1777227828688
1979-08-06 21:00:00,0.13353528470569245,0.01984052753448488,22.093564872083522,41.58449925752778,56.065760093406595
1979-08-06 22:00:00,0.13353528470569245,0.01984052753448488,23.246964170233177,43.755426970426754,58.99268513770633
1979-08-06 23:00:00,0.3338382117642311,0.0496013188362122,23.97688912108665,45.12929143062397,60.844980021654735
1979-08-07 00:00:00,0.3992390598875557,0.19648568725585935,24.226110337494973,45.59837550776117,61.47741652568815
1979-08-07 01:00:00,0.3992390598875557,0.19648568725585935,24.257173377791037,45.65684235019276,61.55624368532012
1979-08-07 02:00:00,0.43553351987733363,0.21434802246093757,24.148221669550054,45.45177348707876,61.27976225865256
1979-08-07 03:00:00,0.508122439856889,0.25007269287109374,23.800067301301286,44.79647746980997,60.3962679290267
1979-08-07 04:00:00,0.5807113598364447,0.28579736328125,23.496947682149372,44.22594583987405,59.62705608180463
1979-08-07 05:00:00,0.5807113598364447,0.28579736328125,23.38532226693763,44.015844526533755,59.34378971959361
1979-08-07 06:00:00,0.6895947398057781,0.33938436889648443,23.538760888367403,44.30464664044633,59.73316341224809
1979-08-07 07:00:00,0.7621836597853333,0.37510903930664047,23.991392190143923,45.1565891015945,60.881783751387395
1979-08-07 08:00:00,0.9799504197240002,0.4822830505371093,24.839994121390358,46.75382732838891,63.03523940997063
1979-08-07 09:00:00,1.234011639652445,0.6073193969726562,26.344538286043626,49.58567977321537,66.85324762520304
1979-08-07 10:00:00,1.9599008394480004,0.9645661010742186,28.652628385384133,53.92996606553796,72.71037509796784
1979-08-07 11:00:00,15.534028875624896,7.645079467773439,31.83249859408371,59.91511654253439,80.77977635943608
1979-08-07 12:00:00,3.956096138885779,1.9469945373535154,38.47172358681048,72.41146325611795,97.62781323368021
1979-08-07 13:00:00,1.7421340795093316,0.8573920898437488,48.56672516519012,91.41227132269239,123.24540550151505
1979-08-07 14:00:00,1.0888337996933348,0.5358700561523442,61.58379900540114,115.91300267037153,156.2781977769522
1979-08-07 15:00:00,0.7984781197751122,0.3929713745117191,77.01297620236113,144.95379402324025,195.43206688643468
1979-08-07 16:00:00,0.6533002798160008,0.32152203369140653,95.70703039644,180.13973559739176,242.87105483096042
1979-08-07 17:00:00,0.5807113598364452,0.28579736328125027,117.44931085901618,221.0630474752044,298.0453776419718
1979-08-07 18:00:00,0.5081224398568895,0.25007269287109396,141.81331364239503,266.92096409127817,359.8727170902113
1979-08-07 19:00:00,0.4718279798671117,0.23221035766601583,168.11410480195963,316.42430303995394,426.61494977001513
1979-08-07 20:00:00,0.47182797986710767,0.23221035766601386,191.95439528524014,361.2964885673289,487.1132901026624
1979-08-07 21:00:00,0.4355335198773339,0.2143480224609377,211.9624803436877,398.9556985261924,537.8868299686898
1979-08-07 22:00:00,0.4355335198773339,0.2143480224609377,227.55491005289556,428.303763694476,577.4549770020532
1979-08-07 23:00:00,1.0888337996933348,0.5358700561523442,238.12027307502046,448.189885888555,604.2661825240139
1979-08-08 00:00:00,0.27798004939629495,0.10546946144104004,243.1998023746073,457.7505739717244,617.156255843866
1979-08-08 01:00:00,0.27798004939629495,0.10546946144104004,244.97300204531126,461.0880897061367,621.6560180104059
1979-08-08 02:00:00,0.30325096297777643,0.11505759429931645,243.61508224543545,458.5322135839873,618.2100912816632
1979-08-08 03:00:00,0.35379279014073906,0.13423386001586912,237.6064225449776,447.2227166196405,602.9622091404493
1979-08-08 04:00:00,0.4043346173037018,0.15341012573242188,229.45941785170515,431.8884275368252,582.2879533896256
1979-08-08 05:00:00,0.4043346173037018,0.15341012573242188,219.82456928482634,413.75371929053296,557.8380689361899
1979-08-08 06:00:00,0.48014735804814596,0.182174524307251,208.75457460940964,392.91777959379493,529.7462843237653
1979-08-08 07:00:00,0.5306891852111084,0.20135079002380363,195.69809584902697,368.3428803206086,496.6134961077166
1979-08-08 08:00:00,0.6823146666999967,0.2588795871734619,180.63039486420638,339.98245935442736,458.3769275202015
1979-08-08 09:00:00,0.8592110617703664,0.3259965171813965,166.12176356001544,312.6743191249065,421.55908274530583
1979-08-08 10:00:00,1.3646293333999935,0.5177591743469238,153.28367780493235,288.51047908183136,388.9804997882137
1979-08-08 11:00:00,10.815951012874024,4.103720863342286,141.10843356904942,265.59423908984013,358.08397736823224
1979-08-08 12:00:00,2.754529580381468,1.0451064815521238,132.6190790266205,249.6155792533466,336.54095713227673
1979-08-08 13:00:00,1.2130038519111037,0.46023037719726495,127.02436047443975,239.08520215819485,322.3435132180517
1979-08-08 14:00:00,0.7581274074444415,0.28764398574829125,123.52225256267597,232.49353600111672,313.45638508191894
1979-08-08 15:00:00,0.5559600987925905,0.21093892288208027,122.82134082289771,231.17428019558437,311.67771560614256
1979-08-08 16:00:00,0.4548764444666649,0.17258639144897475,124.44499558801431,234.23032256653678,315.79798497247583
1979-08-08 17:00:00,0.4043346173037022,0.15341012573242202,128.27924004996223,241.44713600991736,325.5279598039559
1979-08-08 18:00:00,0.3537927901407394,0.13423386001586926,134.18593957709416,252.56472357546326,340.51710259505256
1979-08-08 19:00:00,0.328521876559258,0.12464572715759288,141.4905542523435,266.31346649215067,359.0536663559684
1979-08-08 20:00:00,0.3285218765592552,0.12464572715759183,148.3336109376371,279.19346513865145,376.4189569573069
1979-08-08 21:00:00,0.30325096297777665,0.11505759429931652,153.8839118894989,289.6402394436614,390.50368449742814
1979-08-08 22:00:00,0.30325096297777665,0.11505759429931652,157.54943340728397,296.53948262679245,399.8054993572397
1979-08-08 23:00:00,0.7581274074444415,0.28764398574829125,159.19480341700935,299.6363974227491,403.98087443881883
1979-08-09 00:00:00,0.07214703283839298,0.004644695609807968,158.33408916793934,298.0163613960316,401.79668194309755
1979-08-09 01:00:00,0.07214703283839298,0.004644695609807968,156.037784666756,293.6942579520023,395.9694622069367
1979-08-09 02:00:00,0.07870585400551963,0.005066940665245058,152.4549147520447,286.95058158421114,386.8773882819221
1979-08-09 03:00:00,0.09182349633977287,0.005911430776119232,146.62036983515316,275.96880339815385,372.071348719788
1979-08-09 04:00:00,0.10494113867402616,0.006755920886993409,139.9358886577387,263.38727551125396,355.10846743686045
1979-08-09 05:00:00,0.10494113867402616,0.006755920886993409,132.66920176702763,249.70992025595586,336.66815116163144
1979-08-09 06:00:00,0.12461760217540607,0.008022656053304673,124.68156742983322,234.67559799571396,316.398321776657
1979-08-09 07:00:00,0.13773524450965927,0.008867146164178845,115.60107435191745,217.58429743635045,293.35519816198183
1979-08-09 08:00:00,0.1770881715124191,0.011400616496801375,105.40380947618019,198.39100943103995,267.47809732098517
1979-08-09 09:00:00,0.2229999196823056,0.014356331884860993,95.42914468879292,179.616699225931,242.16587784804562
1979-08-09 10:00:00,0.3541763430248382,0.02280123299360275,86.25556655822962,162.35019401647506,218.88653684336418
1979-08-09 11:00:00,2.8071754595301996,0.18072088372707368,77.58696107279854,146.03414812438834,196.88864024747934
1979-08-09 12:00:00,0.7149115072168031,0.04602471104264259,70.172000427876,132.0777120662584,178.07205691078244
1979-08-09 13:00:00,0.314823416022078,0.020267762660980196,63.50038846784858,119.52040661534726,161.14183321203333
1979-08-09 14:00:00,0.1967646350137992,0.012667351663112652,57.25401426199466,107.76348350088034,145.2907145851088
1979-08-09 15:00:00,0.14429406567678607,0.009289391219615944,51.95108266625089,97.7823077022854,131.83372417364342
1979-08-09 16:00:00,0.11805878100827952,0.007600410997867591,47.09559829866386,88.64331690347642,119.51219873098412
1979-08-09 17:00:00,0.10494113867402624,0.006755920886993414,42.69687450453448,80.36404067937681,108.34977227845484
1979-08-09 18:00:00,0.09182349633977296,0.005911430776119237,38.86845569368005,73.15819227423133,98.6345809171158
1979-08-09 19:00:00,0.08526467517264633,0.005489185720682149,35.331061406298026,66.50011011461159,89.65790826965434
1979-08-09 20:00:00,0.08526467517264559,0.005489185720682102,32.24615922363562,60.69370841949335,81.82950272776199
1979-08-09 21:00:00,0.07870585400551969,0.00506694066524506,29.52250145374125,55.56724081837547,74.91780948189786
1979-08-09 22:00:00,0.07870585400551969,0.00506694066524506,26.987344731069378,50.795569815436814,68.48446613348675
1979-08-09 23:00:00,0.1967646350137992,0.012667351663112652,24.747384773557474,46.579518049714615,62.80022919282971
1979-08-10 00:00:00,0.35233329442562566,0.15981940174102782,22.64344435598957,42.61948220946932,57.46116239282987
1979-08-10 01:00:00,0.35233329442562566,0.15981940174102782,20.736753962744576,39.03071028871796,52.62264734199934
1979-08-10 02:00:00,0.38436359391886454,0.1743484382629395,19.11145429082293,35.97157187481328,48.49820377603632
1979-08-10 03:00:00,0.44842419290534175,0.20340651130676268,17.696018462319163,33.30743910582468,44.9063214316539
1979-08-10 04:00:00,0.5124847918918192,0.23246458435058595,16.627204036974714,31.295717007806385,42.1940432862899
1979-08-10 05:00:00,0.5124847918918192,0.23246458435058595,15.96607321598094,30.051336832224894,40.5163239044336
1979-08-10 06:00:00,0.6085756903715354,0.27605169391632084,15.703398975465936,29.556931478317072,39.849748318433875
1979-08-10 07:00:00,0.6726362893580125,0.3051097669601439,15.90772676835843,29.94151717107535,40.368260975085356
1979-08-10 08:00:00,0.8648180863174448,0.3922839860916137,16.651357475716253,31.341178600864342,42.25533628765723
1979-08-10 09:00:00,1.0890301827701159,0.49398724174499514,17.97407746749189,33.8308016578212,45.61193818323227
1979-08-10 10:00:00,1.7296361726348897,0.7845679721832274,19.931956579485483,37.515920965203875,50.58035234457141
1979-08-10 11:00:00,13.708968183106165,6.218427631378175,22.780745201712808,42.87790980818836,57.80958404055897
1979-08-10 12:00:00,3.4913026447630178,1.5836649808883665,28.419596664266884,53.491353850176324,72.1190218851225
1979-08-10 13:00:00,1.5374543756754555,0.6973937530517568,36.854769137146384,69.36803221631891,93.52454693049607
1979-08-10 14:00:00,0.9609089847971619,0.435871095657349,47.67138905441071,89.7270700412555,120.97335479894375
1979-08-10 15:00:00,0.704666588851252,0.3196388034820559,60.38984812467534,113.6657487844311,153.24836696288259
1979-08-10 16:00:00,0.5765453908782971,0.2615226573944094,75.75927077504528,142.59407015281815,192.25059987906604
1979-08-10 17:00:00,0.5124847918918196,0.23246458435058615,93.60977883561522,176.19228952072143,237.5489620159028
1979-08-10 18:00:00,0.4484241929053422,0.20340651130676288,113.62585525870307,213.86654082302027,288.342781177523
1979-08-10 19:00:00,0.4163938934121035,0.18887747478485123,135.22378644632784,254.5181585513466,343.1507958863363
1979-08-10 20:00:00,0.4163938934120999,0.18887747478484962,154.7888199701669,291.34345708312065,392.8000255203032
1979-08-10 21:00:00,0.38436359391886477,0.1743484382629396,171.20621362475381,322.2442690703411,434.4616432504564
1979-08-10 22:00:00,0.38436359391886477,0.1743484382629396,184.01550123694304,346.3539052599991,466.96714656739215
1979-08-10 23:00:00,0.9609089847971619,0.435871095657349,192.71524553967487,362.7285606219663,489.04406261851136
1979-08-11 00:00:00,2.067691428602789,1.7707643432617186,196.9385444256845,370.6776521518487,499.76132185289396
1979-08-11 01:00:00,2.067691428602789,1.7707643432617186,199.05670442482642,374.66445208303315,505.1364729902912
1979-08-11 02:00:00,2.2556633766575893,1.9317429199218756,199.72246117046646,375.9175391721948,506.8259313551016
1979-08-11 03:00:00,2.6316072727671864,2.2537000732421872,198.1565806191605,372.97023940413254,502.8522727883313
1979-08-11 04:00:00,3.007551168876785,2.5756572265625,196.82814683768487,370.46986185441216,499.4811712878079
1979-08-11 05:00:00,3.007551168876785,2.5756572265625,197.08037547085084,370.9446064902075,500.1212395664061
1979-08-11 06:00:00,3.5714670130411825,3.0585929565429693,199.6688836120604,375.81669551248405,506.689970202912
1979-08-11 07:00:00,3.9474109091507783,3.3805501098632798,204.96640796498076,385.78769380072805,520.13323891846
1979-08-11 08:00:00,5.075242597479574,4.346421569824218,213.82539763039156,402.46208072274135,542.6142641457868
1979-08-11 09:00:00,6.391046233863168,5.473271606445313,228.54311528298453,430.16376319636015,579.9626971311494
1979-08-11 10:00:00,10.150485194959147,8.692843139648437,250.42769266025033,471.3549062719681,635.49811987
1979-08-11 11:00:00,80.451993767454,68.89883081054688,279.9405839895144,526.9040589177694,710.3915422085588
1979-08-11 12:00:00,20.488942337973093,17.54666485595703,340.50559142103975,640.8994924818105,864.0844023862231
1979-08-11 13:00:00,9.022653506630341,7.726971679687489,432.14745670304035,813.387775873011,1096.6394863285639
1979-08-11 14:00:00,5.639158441643977,4.829357299804692,550.0763898757799,1035.3535682816112,1395.9019780819226
1979-08-11 15:00:00,4.135382857205583,3.5415286865234408,689.6883505849642,1298.1311467333753,1750.1884293907226
1979-08-11 16:00:00,3.383495064986386,2.897614379882815,858.6833781196833,1616.2135222002316,2179.0388537381396
1979-08-11 17:00:00,3.0075511688767875,2.575657226562502,1055.1009151431988,1985.910534421218,2677.4780405627566
1979-08-11 18:00:00,2.631607272767189,2.2537000732421895,1275.0513316501829,2399.9011233046244,3235.6354658457726
1979-08-11 19:00:00,2.44363532471239,2.0927214965820333,1512.4245357042691,2846.684876170907,3838.005847816846
1979-08-11 20:00:00,2.443635324712369,2.092721496582015,1727.588774708394,3251.6669236094913,4384.0176243015185
1979-08-11 21:00:00,2.2556633766575906,1.9317429199218767,1908.1865228683191,3591.587935349746,4842.31170587537
1979-08-11 22:00:00,2.2556633766575906,1.9317429199218767,2048.966992702049,3856.5648812238082,5199.563425696655
1979-08-11 23:00:00,5.639158441643977,4.829357299804692,2144.408145562137,4036.204182225107,5441.759776094282
1979-08-12 00:00:00,1.844409315600267,1.5513778228759765,2190.388905116525,4122.749150075272,5558.442903014479
1979-08-12 01:00:00,1.844409315600267,1.5513778228759765,2206.7651107831466,4153.572438047474,5600.0
1979-08-12 02:00:00,2.0120828897457463,1.6924121704101567,2195.304067829818,4132.000467433288,5570.915871279176
1979-08-12 03:00:00,2.3474300380367032,1.9744808654785153,2142.475016947715,4032.565648294681,5436.8541700613305
1979-08-12 04:00:00,2.682777186327661,2.256549560546875,2071.0717232311476,3898.1703964766516,5255.657520332319
1979-08-12 05:00:00,2.682777186327661,2.256549560546875,1987.2456601454699,3740.3930129566006,5042.93621574671
1979-08-12 06:00:00,3.185797908764098,2.6796526031494143,1891.7217638314826,3560.5979722583743,4800.529891328934
1979-08-12 07:00:00,3.5211450570550538,2.961721298217772,1779.7962810138613,3349.9318717863375,4516.502062215647
1979-08-12 08:00:00,4.527186501927928,3.807927383422851,1651.5721940179358,3108.5885448333975,4191.1140616221655
1979-08-12 09:00:00,5.700901520946281,4.79516781616211,1530.3046018354214,2880.3387297278286,3883.379218025205
1979-08-12 10:00:00,9.054373003855856,7.615854766845702,1426.1583394418851,2684.3146749293837,3619.0923364926125
1979-08-12 11:00:00,71.76428973426495,60.36270074462891,1330.5093409040574,2504.284166873828,3376.3685462738395
1979-08-12 12:00:00,18.27641958185719,15.372743881225585,1278.0789845519214,2405.599770425329,3243.3185926846404
1979-08-12 13:00:00,8.048331558982973,6.769648681640615,1261.9752672685017,2375.289359982605,3202.4529761555004
1979-08-12 14:00:00,5.03020722436437,4.231030426025394,1273.4956019334213,2396.972929433416,3231.68756655586
1979-08-12 15:00:00,3.6888186312005375,3.102755645751956,1317.178762280116,2479.1933569434595,3342.5401882264446
1979-08-12 16:00:00,3.0181243346186215,2.5386182556152366,1391.6133987339433,2619.294200889185,3531.429328309643
1979-08-12 17:00:00,2.6827771863276637,2.256549560546877,1495.1063082272774,2814.0885151115544,3794.058228109946
